Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,xG,xAG,PrgCs,PrgPs,PrgRs,Gls.1,Ast.1,xG.1,xAG.1,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Cmp%.1,Cmp%.2,Cmp%.3,KP,Pto1/3,PPA,CrsPA,PrgPp,SCA,SCA90,GCA,GCA90,Tkl,TklW,Attd,Lostd,Blocks,Sh,Pass,Int,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Attp,Succ%,Tkld%,Carries,PrgDist,PrgCp,Cto1/3,CPA,Mis,Dis,Rec,PrgRp,Fls,Fld,Off,Crs,Recov,Won,Lostm,Won%,GA90,Save%,CS%,Save%.1
Leicester City,19.73076923076923,14.384615384615385,1292.2307692307693,1.0384615384615385,0.8076923076923077,3.076923076923077,0.0,1.1307692307692307,0.8653846153846154,20.346153846153847,37.96153846153846,37.46153846153846,0.05846153846153846,0.05653846153846154,0.06615384615384615,0.06538461538461539,34.122727272727275,0.2703846153846154,0.05590909090909091,17.927272727272726,483.84615384615387,77.9423076923077,8105.576923076923,88.65,84.21153846153847,55.49615384615385,8.615384615384615,34.15384615384615,7.615384615384615,2.423076923076923,37.96153846153846,19.923076923076923,1.335,1.8076923076923077,0.11923076923076924,25.384615384615383,14.846153846153847,24.26923076923077,12.692307692307692,17.26923076923077,6.615384615384615,10.653846153846153,11.307692307692308,754.4615384615385,99.11538461538461,275.96153846153845,343.5769230769231,142.23076923076923,21.76923076923077,22.46153846153846,43.699999999999996,48.30416666666667,428.4230769230769,1065.1538461538462,20.346153846153847,12.846153846153847,4.8076923076923075,17.0,11.307692307692308,479.53846153846155,37.46153846153846,14.0,13.0,2.230769230769231,22.0,51.65384615384615,17.576923076923077,19.576923076923077,49.45416666666667,2.73,54.36666666666667,1.2333333333333334,25.0
Liverpool,24.476190476190474,17.80952380952381,1596.3809523809523,3.761904761904762,2.8095238095238093,2.9523809523809526,0.09523809523809523,3.6285714285714286,2.6285714285714286,35.19047619047619,81.38095238095238,80.61904761904762,0.16904761904761903,0.14761904761904762,0.1895238095238095,0.13666666666666666,31.727777777777778,0.5071428571428571,0.07444444444444445,15.47777777777778,778.0952380952381,82.85238095238095,13238.142857142857,91.20476190476191,86.71428571428571,60.32380952380952,22.0,67.71428571428571,18.61904761904762,3.619047619047619,81.38095238095238,49.80952380952381,2.6333333333333333,6.476190476190476,0.3480952380952381,28.047619047619047,17.285714285714285,28.285714285714285,13.333333333333334,15.428571428571429,3.9523809523809526,11.476190476190476,12.904761904761905,1102.047619047619,97.71428571428571,301.3809523809524,497.5238095238095,312.8095238095238,55.80952380952381,28.238095238095237,54.910000000000004,37.980000000000004,632.7142857142857,1718.4761904761904,35.19047619047619,23.761904761904763,13.714285714285714,22.571428571428573,14.476190476190476,769.6666666666666,80.61904761904762,18.523809523809526,15.19047619047619,2.619047619047619,31.047619047619047,68.85714285714286,17.904761904761905,15.952380952380953,50.480952380952374,1.02,69.69999999999999,38.75,100.0
Manchester City,19.88,15.36,1381.36,2.64,1.92,2.32,0.04,2.52,2.028,41.64,70.28,69.6,0.1784,0.102,0.16079999999999997,0.1164,31.45,0.4636,0.13272727272727272,17.027272727272727,793.52,86.50399999999999,12871.28,92.12799999999999,89.516,59.776,17.24,62.0,15.88,2.32,70.28,39.76,2.3836,4.64,0.2756,18.44,11.2,16.88,8.84,12.44,3.28,9.16,8.2,1033.8,78.52,241.56,447.28,353.4,48.52,29.68,47.89565217391304,37.56086956521739,664.68,2051.96,41.64,31.16,14.48,17.4,14.88,783.04,69.6,10.64,13.88,1.68,23.6,53.0,11.12,11.96,45.18,1.2850000000000001,68.25,29.9,0.0
Manchester Utd,18.77777777777778,13.777777777777779,1231.6666666666667,1.3703703703703705,0.9259259259259259,2.7777777777777777,0.1111111111111111,1.7148148148148148,1.2814814814814814,22.51851851851852,46.7037037037037,46.03703703703704,0.07296296296296297,0.04259259259259259,0.12481481481481482,0.09296296296296296,26.02608695652174,0.37222222222222223,0.05217391304347826,16.391304347826086,550.5185185185185,82.62962962962963,9019.814814814816,89.71111111111111,84.52222222222223,58.81111111111112,13.11111111111111,37.0,10.703703703703704,2.3333333333333335,46.7037037037037,30.444444444444443,2.3555555555555556,2.2222222222222223,0.12037037037037036,27.037037037037038,16.25925925925926,23.51851851851852,10.592592592592593,12.407407407407407,3.5555555555555554,8.851851851851851,12.555555555555555,810.4444444444445,82.44444444444444,282.85185185185185,343.44444444444446,191.7037037037037,31.25925925925926,20.88888888888889,46.56,47.751999999999995,494.22222222222223,1239.4074074074074,22.51851851851852,15.777777777777779,7.555555555555555,16.62962962962963,11.962962962962964,544.8148148148148,46.03703703703704,13.555555555555555,12.185185185185185,2.2962962962962963,20.77777777777778,56.7037037037037,15.74074074074074,16.11111111111111,51.776923076923076,1.3,69.0,27.3,25.0
Newcastle Utd,22.565217391304348,16.26086956521739,1459.8260869565217,2.739130434782609,2.0869565217391304,2.5652173913043477,0.043478260869565216,2.5478260869565217,1.8521739130434782,29.08695652173913,61.17391304347826,60.73913043478261,0.1634782608695652,0.10652173913043479,0.14304347826086958,0.09913043478260869,22.91904761904762,0.371304347826087,0.08714285714285715,15.619047619047619,599.4347826086956,79.65217391304348,10098.478260869566,87.70869565217392,85.26521739130435,54.019047619047626,15.521739130434783,44.17391304347826,14.91304347826087,2.782608695652174,61.17391304347826,36.130434782608695,2.0782608695652174,4.782608695652174,0.22782608695652176,23.82608695652174,14.565217391304348,23.434782608695652,11.217391304347826,16.73913043478261,5.608695652173913,11.130434782608695,10.782608695652174,898.1304347826087,90.0,294.4347826086956,376.1304347826087,236.30434782608697,41.69565217391305,26.434782608695652,43.628571428571426,44.03809523809524,512.1304347826087,1393.0,29.08695652173913,17.82608695652174,10.434782608695652,18.608695652173914,17.652173913043477,595.0869565217391,60.73913043478261,15.391304347826088,17.608695652173914,3.0434782608695654,26.73913043478261,65.0,18.47826086956522,17.782608695652176,49.678260869565214,1.2650000000000001,70.6,39.6,50.0
Nott'ham Forest,23.863636363636363,17.0,1527.6818181818182,2.3636363636363638,1.7272727272727273,3.3636363636363638,0.09090909090909091,1.8863636363636365,1.3909090909090909,25.59090909090909,44.27272727272727,43.90909090909091,0.11863636363636364,0.09363636363636364,0.11272727272727273,0.08772727272727272,38.989999999999995,0.4327272727272727,0.079,19.09,427.8181818181818,73.71363636363637,7300.727272727273,86.27272727272727,77.49545454545455,45.13636363636363,13.818181818181818,37.63636363636363,9.545454545454545,2.409090909090909,44.27272727272727,32.59090909090909,1.9281818181818182,3.772727272727273,0.2127272727272727,28.136363636363637,17.045454545454547,26.727272727272727,13.181818181818182,17.636363636363637,6.545454545454546,11.090909090909092,13.045454545454545,759.5,101.36363636363636,262.22727272727275,302.22727272727275,204.77272727272728,31.772727272727273,24.727272727272727,50.111111111111114,38.62222222222223,349.45454545454544,1069.6818181818182,25.59090909090909,16.09090909090909,7.7272727272727275,23.0,13.136363636363637,424.45454545454544,43.90909090909091,16.272727272727273,17.0,3.727272727272727,23.818181818181817,64.22727272727273,23.136363636363637,22.681818181818183,50.404545454545456,1.21,73.8,38.2,0.0
Southampton,18.137931034482758,12.862068965517242,1151.344827586207,0.8275862068965517,0.5172413793103449,2.7586206896551726,0.10344827586206896,1.0448275862068965,0.7896551724137931,20.24137931034483,35.55172413793103,34.51724137931034,0.05379310344827586,0.043448275862068966,0.07724137931034483,0.05379310344827586,25.948,0.21793103448275863,0.0712,17.344,485.48275862068965,80.91724137931034,8224.206896551725,89.68275862068967,85.47586206896553,53.332142857142856,8.586206896551724,31.482758620689655,6.758620689655173,1.793103448275862,35.55172413793103,19.586206896551722,1.4175862068965517,1.3793103448275863,0.10896551724137932,20.0,11.517241379310345,17.896551724137932,9.206896551724139,12.96551724137931,5.689655172413793,7.275862068965517,9.448275862068966,707.0,91.82758620689656,259.0,303.82758620689657,150.3448275862069,21.24137931034483,22.379310344827587,48.142307692307696,42.41153846153846,394.2413793103448,1070.896551724138,20.24137931034483,14.931034482758621,5.068965517241379,14.551724137931034,10.96551724137931,480.2758620689655,34.51724137931034,14.344827586206897,13.275862068965518,1.4827586206896552,17.103448275862068,45.03448275862069,14.172413793103448,12.379310344827585,54.172413793103445,2.4133333333333336,67.60000000000001,2.566666666666667,14.3
Tottenham,18.88888888888889,13.814814814814815,1241.111111111111,2.185185185185185,1.6666666666666667,2.3703703703703702,0.037037037037037035,2.074074074074074,1.5518518518518518,28.962962962962962,56.22222222222222,55.851851851851855,0.13666666666666666,0.11703703703703704,0.14444444444444443,0.10740740740740741,32.97083333333333,0.4118518518518518,0.07375,16.366666666666667,570.5555555555555,80.93703703703704,9466.222222222223,89.56666666666668,84.74074074074075,55.25185185185185,13.37037037037037,44.592592592592595,13.185185185185185,3.0,56.22222222222222,30.88888888888889,1.9877777777777779,3.7777777777777777,0.2544444444444445,22.333333333333332,14.185185185185185,20.185185185185187,10.0,14.555555555555555,5.074074074074074,9.481481481481481,10.481481481481481,828.3333333333334,83.74074074074075,266.81481481481484,350.44444444444446,219.22222222222223,35.51851851851852,27.666666666666668,43.8,43.4076923076923,519.0370370370371,1439.4074074074074,28.962962962962962,19.48148148148148,8.666666666666666,17.88888888888889,14.296296296296296,566.0370370370371,55.851851851851855,14.518518518518519,16.333333333333332,2.037037037037037,26.444444444444443,56.22222222222222,13.703703703703704,14.222222222222221,50.114814814814814,1.78,63.5,19.166666666666668,0.0
West Ham,20.92,14.96,1341.92,1.44,0.92,2.88,0.12,1.736,1.228,22.36,43.68,43.36,0.0864,0.0756,0.1404,0.10400000000000001,24.369565217391305,0.39039999999999997,0.04782608695652174,17.717391304347824,519.0,78.616,9131.32,88.7,83.22399999999999,52.556000000000004,11.96,38.52,9.76,2.56,43.68,29.48,2.2092,2.2,0.1348,22.52,13.28,18.88,9.04,16.36,6.28,10.08,12.0,806.28,105.92,297.08,343.48,173.56,30.12,28.12,51.67083333333333,37.391666666666666,411.56,1060.64,22.36,14.4,6.36,17.6,14.36,515.2,43.36,15.56,14.56,2.68,21.64,55.52,20.92,19.84,51.284,1.7,68.85,17.45,0.0
Wolves,22.782608695652176,16.652173913043477,1495.2173913043478,2.1739130434782608,1.6956521739130435,3.217391304347826,0.08695652173913043,1.7608695652173914,1.4000000000000001,23.565217391304348,45.91304347826087,45.26086956521739,0.12217391304347826,0.10043478260869565,0.11130434782608696,0.07956521739130436,30.59047619047619,0.34956521739130436,0.0980952380952381,18.047619047619047,563.5652173913044,77.84347826086957,9615.91304347826,88.33043478260869,84.84347826086957,52.45217391304348,12.391304347826088,39.26086956521739,10.826086956521738,2.782608695652174,45.91304347826087,29.52173913043478,1.7804347826086957,3.9130434782608696,0.2526086956521739,32.08695652173913,18.91304347826087,26.82608695652174,12.217391304347826,18.043478260869566,5.869565217391305,12.173913043478262,12.08695652173913,875.8260869565217,103.43478260869566,311.0869565217391,393.6521739130435,181.7391304347826,28.304347826086957,28.391304347826086,44.13809523809524,42.95238095238095,480.60869565217394,1328.695652173913,23.565217391304348,17.91304347826087,5.695652173913044,23.043478260869566,14.434782608695652,559.2173913043479,45.26086956521739,19.782608695652176,16.91304347826087,2.5217391304347827,21.652173913043477,65.6086956521739,17.73913043478261,19.043478260869566,46.15652173913043,2.05,61.75,12.95,16.65
